date,yhat,yhat_lower,yhat_upper
2024-08-01,7500.217028684633,6954.045848469608,8059.038363038434
2024-09-01,7592.625779355624,7043.710619152741,8175.7939621814585
2024-10-01,7682.053603032967,7067.287868797769,8281.112016071476
2024-11-01,7774.462355511511,7196.611424120109,8330.984890873833
2024-12-01,7863.890180232032,7338.8213163288,8430.263645257764
2025-01-01,7956.2989335723805,7369.351248872594,8545.827799209887
2025-02-01,8048.707686247238,7458.951164206063,8638.27337239226
2025-03-01,8132.173779157734,7585.023860138989,8699.209278756696
2025-04-01,8224.582668072047,7673.222559252504,8812.27339631403
2025-05-01,8314.010625953375,7744.713221546736,8912.864729435005
2025-06-01,8406.41951576408,7846.796546765162,8983.319430269295
2025-07-01,8495.847473645408,7961.220356369173,9046.962456269946
2025-07-31,8585.275431526738,8031.861867383098,9155.083137079046
2025-08-31,8677.684321337443,8086.434865248775,9232.691470419537
2025-09-30,8767.11227921877,8154.920485263606,9307.769762989203
2025-10-31,8859.521169029476,8352.515041502662,9403.664216441344
2025-11-30,8948.949126910804,8393.115408538333,9500.982559670063
2025-12-31,9041.35801672151,8460.119236084582,9584.127321141876
2026-01-31,9133.766906532215,8605.50571471575,9670.07672337899
2026-02-28,9217.233000554788,8675.62020690693,9767.833636725445
2026-03-31,9309.641890365492,8721.191606893608,9863.710612080751
2026-04-30,9399.069848246821,8838.605680157569,9963.227061555866
2026-05-31,9491.478738057525,8909.560151172363,10086.924283194172
2026-06-30,9580.906695938855,9029.649301845488,10125.543520273719
2026-07-31,9673.315585749559,9093.671930373124,10247.635670007467
2026-08-31,9765.724475560266,9211.125566386578,10398.434897005096
2026-09-30,9855.152433441592,9282.635746260225,10410.578559984173
2026-10-31,9947.5613232523,9392.695978734626,10523.090815348063
2026-11-30,10036.989281133625,9464.039995823105,10591.84612282376
2026-12-31,10129.398170944332,9637.3732102812,10660.166513705028
2027-01-31,10221.807060755036,9691.74915771523,10830.188534156618
2027-02-28,10305.27315477761,9718.790118116549,10860.892880814861
2027-03-31,10397.682044588315,9845.08659336785,10992.165050508118
2027-04-30,10487.110002469642,9922.996007767624,11049.487973738858
2027-05-31,10579.518892280348,10003.915529997184,11127.4238118117
2027-06-30,10668.946850161676,10098.831932756562,11256.204112087798
