date,yhat,yhat_lower,yhat_upper
2024-08-01,0.6094467733669083,0.21229305610845733,1.0269585465313793
2024-09-01,0.5460345810752161,0.1481065569348948,0.9726226863374254
2024-10-01,0.48466794335255026,0.072033462118943,0.9109103288681928
2024-11-01,0.42125575111112756,0.014440294802538835,0.8496430433531766
2024-12-01,0.3598891134969971,-0.03717898915523713,0.7451825516797111
2025-01-01,0.29647692134768233,-0.10631378034555784,0.6818869556224678
2025-02-01,0.23306472915050838,-0.18963099979432196,0.6570331101055321
2025-03-01,0.175789200758779,-0.2022890165415099,0.5689120069134675
2025-04-01,0.112377008607326,-0.2868332447849285,0.5528970506673623
2025-05-01,0.05101037100714542,-0.34700451685486816,0.4592014198040101
2025-06-01,-0.012401821179707824,-0.42773023986716696,0.33615514653741724
2025-07-01,-0.07376845877988845,-0.5057645097105256,0.3280712919097084
2025-07-31,-0.135135096380069,-0.5335074518184781,0.27748260718224527
2025-08-31,-0.19854728856692241,-0.5938419114956066,0.24068381458544233
2025-09-30,-0.2599139261671029,-0.6869891005345685,0.09029875931651925
2025-10-31,-0.32332611835395625,-0.7291648891022663,0.06932856751311693
2025-11-30,-0.3846927559541367,-0.7920183353544143,0.007565221604689583
2025-12-31,-0.44810494814099006,-0.8563652365344918,-0.04802416240182192
2026-01-31,-0.5115171403278433,-0.9022126313544157,-0.1501127698024041
2026-02-28,-0.5687926687546786,-1.022312362493934,-0.15598593498977897
2026-03-31,-0.6322048609415317,-1.0318562021494122,-0.25593495687277096
2026-04-30,-0.6935714985417123,-1.1232207999896078,-0.31979939382937506
2026-05-31,-0.7569836907285656,-1.180037468132718,-0.3749900544280674
2026-06-30,-0.8183503283287463,-1.2058566848208747,-0.41191890538748444
2026-07-31,-0.8817625205155993,-1.2497158064447864,-0.4716455461861029
2026-08-31,-0.9451747127024529,-1.3379105778728027,-0.5561178798212123
2026-09-30,-1.0065413503026335,-1.4027276931052994,-0.6010895356784327
2026-10-31,-1.0699535424894866,-1.456716728307194,-0.6833492201665398
2026-11-30,-1.131320180089667,-1.5470096446736536,-0.7473336705363913
2026-12-31,-1.1947323722765204,-1.6190711789693513,-0.7948486036819875
2027-01-31,-1.2581445644633737,-1.6659303571363542,-0.8627955174288544
2027-02-28,-1.3154200928902091,-1.7364583691493032,-0.9383925492147251
2027-03-31,-1.3788322850770622,-1.775261945302762,-0.9500424047227252
2027-04-30,-1.440198922677243,-1.8719577501320885,-1.0252534856294855
2027-05-31,-1.5036111148640963,-1.9126231119832857,-1.0929777747614475
2027-06-30,-1.5649777524642765,-1.9741628992897426,-1.1380910736571164
