date,yhat,yhat_lower,yhat_upper
2024-08-01,0.006848614292793,0.0054309871006963245,0.008330572552964788
2024-09-01,0.006197291973938609,0.004759781528514562,0.007678419051687196
2024-10-01,0.005566980052575864,0.004047391505177903,0.007075476742855655
2024-11-01,0.004915657733757997,0.0034715149949453563,0.006390859350650985
2024-12-01,0.004285345812116811,0.002911529706718906,0.005730746309687735
2025-01-01,0.0036340234929854195,0.0021812856690009218,0.005057564324059522
2025-02-01,0.0029827011739514075,0.0015678504838054562,0.00445008450702907
2025-03-01,0.0023944100469219303,0.0008997256963034099,0.0038760192999309083
2025-04-01,0.0017430877276167923,0.0003015539447243212,0.0031734435116687588
2025-05-01,0.0011127758057577393,-0.00040105444114354506,0.002457399680196408
2025-06-01,0.0004614534865033825,-0.0011054131678391846,0.0018274151779117645
2025-07-01,-0.00016885843535567117,-0.0017231064554729253,0.0011934221256547934
2025-07-31,-0.0007991703572147248,-0.002218238614334178,0.0006886865202847188
2025-08-31,-0.0014504926764690815,-0.0027776870510766785,3.732009387282847e-05
2025-09-30,-0.002080804598328134,-0.0034695617163810026,-0.0006332781254093101
2025-10-31,-0.0027321269175824905,-0.004171063768988593,-0.0012944785255764554
2025-11-30,-0.003362438839441544,-0.004743371920313421,-0.001850371851766018
2025-12-31,-0.0040137611586958995,-0.005480849536696678,-0.002542969564750087
2026-01-31,-0.004665083477950256,-0.006093983456706711,-0.0031934753609981644
2026-02-28,-0.005253374605018707,-0.006741587440217139,-0.003915770132730808
2026-03-31,-0.005904696924273061,-0.00739421770627032,-0.004361537083382392
2026-04-30,-0.006535008846132117,-0.00798191185083265,-0.004982970948297877
2026-05-31,-0.007186331165386471,-0.008641888104088998,-0.005722288698818575
2026-06-30,-0.007816643087245525,-0.00927529556582122,-0.006385289122004282
2026-07-31,-0.00846796540649988,-0.0098923064349741,-0.006974343252188752
2026-08-31,-0.009119287725754238,-0.010458980535266239,-0.00760544306074897
2026-09-30,-0.009749599647613292,-0.011188451052612241,-0.008405370274125808
2026-10-31,-0.010400921966867645,-0.011899083878737015,-0.009063577587053864
2026-11-30,-0.0110312338887267,-0.012494267388331716,-0.00960175784840091
2026-12-31,-0.011682556207981053,-0.013199519705488385,-0.010412670445884866
2027-01-31,-0.012333878527235415,-0.01372363145669119,-0.010810531273413719
2027-02-28,-0.012922169654303865,-0.014368222610041169,-0.011370329803513374
2027-03-31,-0.013573491973558217,-0.01507381650285135,-0.012227403359906705
2027-04-30,-0.014203803895417273,-0.015703706754322738,-0.012715892156731176
2027-05-31,-0.014855126214671624,-0.016273171668648674,-0.013339119709692772
2027-06-30,-0.01548543813653068,-0.016982644732652246,-0.014029837969485837
