date,yhat,yhat_lower,yhat_upper
2024-08-01,3854.0952817540174,3628.218451822185,4092.5316510673624
2024-09-01,3915.910007277785,3674.69745084521,4133.615274533809
2024-10-01,3975.730709893616,3747.09278287898,4204.332606845934
2024-11-01,4037.5454362372575,3823.989058853908,4252.292419521537
2024-12-01,4097.366168988021,3878.2252890894947,4308.512693108842
2025-01-01,4159.182494575802,3927.7074469570534,4379.239772904856
2025-02-01,4221.022940425792,4006.1006588120426,4434.016712573503
2025-03-01,4276.885038658534,4061.804905864142,4498.800959361138
2025-04-01,4338.732361630887,4118.394465288056,4557.356636801233
2025-05-01,4398.584609336889,4173.2012032901785,4612.905199563373
2025-06-01,4460.431931966425,4250.686506855429,4675.747163942649
2025-07-01,4520.284179672428,4303.947468537713,4743.254568647286
2025-07-31,4580.13642737843,4356.0205375557525,4795.222338732089
2025-08-31,4641.983750007966,4442.02321796128,4865.763245696162
2025-09-30,4701.835997713968,4469.787307294593,4905.5245649143835
2025-10-31,4763.6833203435035,4547.134422447123,4981.709301523931
2025-11-30,4823.535568049507,4629.779315032664,5036.996770914617
2025-12-31,4885.382890679042,4663.370649874485,5094.94106418987
2026-01-31,4947.230213308578,4744.228333120397,5175.349162086558
2026-02-28,5003.092311167514,4806.084914255367,5224.158829023526
2026-03-31,5064.939633797049,4844.380043271047,5278.882153748899
2026-04-30,5124.791881503052,4915.126301236034,5348.072914335867
2026-05-31,5186.639204132588,4966.185117182976,5396.30273043624
2026-06-30,5246.4914518385895,5033.842351268488,5456.154068864684
2026-07-31,5308.338774468125,5083.348182226633,5534.116776742467
2026-08-31,5370.186097097661,5146.290805143075,5592.924941596864
2026-09-30,5430.038344803665,5218.001837002183,5650.243347316075
2026-10-31,5491.8856674332,5291.343332301571,5715.775048417584
2026-11-30,5551.7379151392015,5325.333534080473,5769.601886118974
2026-12-31,5613.585237768738,5387.176917048208,5829.619438663512
2027-01-31,5675.432560398273,5453.657678554648,5905.729317539887
2027-02-28,5731.294658257209,5516.659860456512,5940.355268529378
2027-03-31,5793.141980886745,5557.219033378697,6023.590748442319
2027-04-30,5852.994228592747,5637.590630241507,6098.842267867123
2027-05-31,5914.841551222283,5671.191636162725,6139.078731327299
2027-06-30,5974.693798928286,5768.986253943708,6198.970628883098
