ds,yhat,yhat_lower,yhat_upper
2024-08-01,7500.217028684633,6902.149927145544,8062.021823230982
2024-09-01,7592.625779355624,7037.167512055377,8125.359119322421
2024-10-01,7682.053603032967,7106.496536528662,8235.49033966128
2024-11-01,7774.462355511511,7220.195136025399,8362.683081398793
2024-12-01,7863.890180232032,7306.335068329868,8424.007854367646
2025-01-01,7956.2989335723805,7383.955731874283,8485.193150252971
2025-02-01,8048.707686247238,7438.39922052075,8605.531826543462
2025-03-01,8132.173779157734,7563.228372995408,8686.97807012869
2025-04-01,8224.582668072047,7630.565382165814,8714.256206950733
2025-05-01,8314.010625953375,7789.90848843014,8850.703805489482
2025-06-01,8406.41951576408,7853.2546945124395,8971.276994969305
2025-07-01,8495.847473645408,7907.844070996077,9050.0884051101
2025-07-31,8585.275431526738,7998.582588753007,9162.993830166213
2025-08-31,8677.684321337443,8123.122044933248,9221.64886839785
2025-09-30,8767.11227921877,8210.473643640218,9352.02885904642
2025-10-31,8859.521169029476,8302.103901753288,9421.25320719762
2025-11-30,8948.949126910804,8403.072643845122,9497.912812458788
2025-12-31,9041.35801672151,8507.328032536325,9628.23293429892
2026-01-31,9133.766906532215,8558.507301800088,9654.576820945056
2026-02-28,9217.233000554788,8647.514138686787,9774.47061799968
2026-03-31,9309.641890365492,8705.537009341035,9863.329654559693
2026-04-30,9399.069848246821,8845.75455877001,9982.801177343363
2026-05-31,9491.478738057525,8921.774077755863,10077.302287506855
2026-06-30,9580.906695938855,8979.416405897467,10108.721720825522
2026-07-31,9673.315585749559,9112.286612882916,10258.693752817955
2026-08-31,9765.724475560266,9210.42446853775,10367.879736195931
2026-09-30,9855.152433441592,9280.866084162179,10451.549630840624
2026-10-31,9947.5613232523,9373.384551754792,10519.759289829053
2026-11-30,10036.989281133625,9444.993748706986,10573.071682387133
2026-12-31,10129.398170944332,9565.786348360221,10692.447475776584
2027-01-31,10221.807060755036,9650.447179080946,10762.48273438783
2027-02-28,10305.27315477761,9717.783897224353,10893.297995074827
2027-03-31,10397.682044588315,9842.6395256437,10948.87191773632
2027-04-30,10487.110002469642,9937.060434843153,11068.816243824938
2027-05-31,10579.518892280348,10036.978109992835,11102.242339496132
2027-06-30,10668.946850161676,10110.48752458238,11169.453186646318
