iter	RMSE
560	48.15087864
561	48.14443488
562	48.14110665
563	48.14025857
564	48.13102557
565	48.12175823
566	48.12065518
567	48.11905206
568	48.10155911
569	48.08990511
570	48.07772819
571	48.04530993
572	48.03825552
573	48.0351057
574	48.03100732
575	48.02602943
576	48.02071182
577	47.9853006
578	47.98219454
579	47.98059398
580	47.97754585
581	47.97226787
582	47.9713133
583	47.96460723
584	47.96262432
585	47.95647906
586	47.91509391
587	47.90548717
588	47.89512991
589	47.89382521
590	47.88822521
591	47.88120921
592	47.87718992
593	47.86244657
594	47.8569103
595	47.8507394
596	47.83510979
597	47.83329798
598	47.82241441
599	47.81069768
600	47.80439335
601	47.75481462
602	47.75240476
603	47.71945168
604	47.70034576
605	47.69929563
606	47.69752735
607	47.69674516
608	47.69329895
609	47.69259929
610	47.68871533
611	47.68659341
612	47.6820414
613	47.68087755
614	47.67528965
615	47.66633795
616	47.66417001
617	47.66020153
618	47.6542823
619	47.64734254
620	47.63535825
621	47.62968473
622	47.62904693
623	47.62780133
624	47.62244084
625	47.61562254
626	47.6140419
627	47.60663698
628	47.60199911
629	47.59951454
630	47.59486597
631	47.59045233
632	47.58982923
633	47.5737221
634	47.53319905
635	47.51737937
636	47.51514282
637	47.50880966
638	47.50721555
639	47.50674607
640	47.50028729
641	47.49965302
642	47.49856894
643	47.49435047
644	47.4898449
645	47.4845874
646	47.4840441
647	47.47782579
648	47.47399045
649	47.47095258
650	47.4685325
651	47.46334761
652	47.45744366
653	47.45408924
654	47.45250081
655	47.45084254
656	47.41023442
657	47.39759481
658	47.3942874
659	47.39187901
660	47.38608372
661	47.38546686
662	47.36900191
663	47.35126753
664	47.34789208
665	47.34625652
666	47.34229645
667	47.3388053
668	47.33528083
669	47.33335419
670	47.33260854
671	47.32753458
672	47.32276984
673	47.32006534
674	47.31383872
675	47.31259032
676	47.30847413
677	47.30295009
678	47.30233076
679	47.30148839
680	47.29860914
681	47.29341989
682	47.28902996
683	47.28193618
684	47.27929573
685	47.27872262
686	47.26898753
687	47.25527195
688	47.25099754
689	47.2390518
690	47.23590693
691	47.23267642
692	47.23086436
693	47.22609837
694	47.2249986
695	47.21598151
696	47.19986316
697	47.19605302
698	47.18510741
699	47.16513123
700	47.15835983
701	47.15505744
702	47.15334944
703	47.1496802
704	47.14861522
705	47.14560423
706	47.13748415
707	47.13229162
708	47.12655196
709	47.12458451
710	47.12421337
711	47.12202483
712	47.11560541
713	47.11260841
714	47.11105458
715	47.11070919
716	47.10852772
717	47.10694349
718	47.10109365
719	47.08384278
720	47.0787538
721	47.07733366
722	47.07310079
723	47.07020995
724	47.05891326
725	47.05478911
726	47.04529763
727	47.0332627
728	47.02850397
729	47.024192
730	47.00645842
731	46.98397407
732	46.95748745
733	46.95079988
734	46.94610898
735	46.94109071
736	46.93811207
737	46.9368572
738	46.90779337
739	46.90759522
740	46.90510223
741	46.90244158
742	46.90175193
743	46.90058398
744	46.8986726
745	46.88941296
746	46.88911239
747	46.8874223
748	46.88206167
749	46.88097814
750	46.85966889
751	46.85503332
752	46.85257939
753	46.8508143
754	46.83959666
755	46.83562697
756	46.82432321
757	46.82191441
758	46.82087745
759	46.81864422
760	46.81574459
761	46.810606
762	46.80527765
763	46.80521741
764	46.80490706
765	46.79965708
766	46.79523366
767	46.79137948
768	46.78760215
769	46.78243364
770	46.78222661
771	46.77934242
772	46.77520286
773	46.77498863
774	46.76984257
775	46.76472541
776	46.76181005
777	46.71921864
778	46.71894295
779	46.71018556
780	46.70941094
781	46.70908422
782	46.69671075
783	46.69547811
784	46.69395578
785	46.68860549
786	46.68428739
787	46.68333045
788	46.68279585
789	46.68252565
790	46.67872584
791	46.67053348
792	46.66982759
793	46.66134318
794	46.6561756
795	46.65181793
796	46.65015444
797	46.64901289
798	46.64841367
799	46.63891876
800	46.63349585
801	46.62956322
802	46.61881239
803	46.61525893
804	46.60995033
805	46.60055359
806	46.59912924
807	46.59746901
808	46.59718709
809	46.58825457
810	46.58595125
811	46.58233408
812	46.58141608
813	46.58139895
814	46.54101172
815	46.540248
816	46.53916735
817	46.5386915
818	46.53855581
819	46.53820983
820	46.53411572
821	46.53150289
822	46.52646211
823	46.52494517
824	46.50834356
825	46.50749061
826	46.50429102
827	46.49534372
828	46.49094554
829	46.48743814
830	46.48711537
831	46.48611873
832	46.48117977
833	46.47971124
834	46.47746575
835	46.47371446
836	46.47145178
837	46.47133716
838	46.47083772
839	46.46666383
840	46.46210211
841	46.46193006
842	46.45489959
843	46.4503301
844	46.45014637
845	46.44953007
846	46.44856179
847	46.4484742
848	46.44103277
849	46.44102306
850	46.43948564
851	46.42301984
852	46.41504523
853	46.41449367
854	46.41353698
855	46.40023125
856	46.40019344
857	46.40008502
858	46.39867957
859	46.39578275
860	46.39520107
861	46.39468917
862	46.38633431
863	46.3860407
864	46.38006867
865	46.37481184
866	46.37359093
867	46.36514964
868	46.3615149
869	46.36145836
870	46.35644456
871	46.34657141
872	46.34125036
873	46.34079122
874	46.33966828
875	46.33165642
876	46.32728064
877	46.32297215
878	46.30132326
879	46.296245
880	46.29189934
881	46.28681023
882	46.28324663
883	46.28285078
884	46.28231878
885	46.28180537
886	46.25464676
887	46.24553516
888	46.23885967
889	46.23357302
890	46.22524704
891	46.220719
892	46.21574213
893	46.20959983
894	46.20515061
895	46.2040469
896	46.19891117
897	46.19381577
898	46.19293175
899	46.19285204
900	46.19176262
901	46.18692949
902	46.18295162
903	46.18054098
904	46.17700357
905	46.17613746
906	46.16502379
907	46.16482273
908	46.1634177
909	46.16182899
910	46.1423283
911	46.13732492
912	46.13230847
913	46.13153336
914	46.12657051
915	46.12277349
916	46.11786643
917	46.11761061
918	46.11699669
919	46.11212741
920	46.10315275
921	46.08185317
922	46.07774709
923	46.07751925
924	46.07725129
925	46.07703996
926	46.07171896
927	46.06695077
928	46.06119231
929	46.05706907
930	46.04584236
931	46.04475262
932	46.0395399
933	46.0387285
934	46.03687887
935	46.03285917
936	46.029006
937	46.02392232
938	46.02291933
939	46.0193695
940	46.01884476
941	46.01815474
942	46.01435785
943	46.01060481
944	46.00158956
945	46.00052122
946	45.99539573
947	45.98093188
948	45.97744036
949	45.97607539
950	45.97592515
951	45.97315642
952	45.96999835
953	45.96616348
954	45.9656191
955	45.96109963
956	45.95618679
957	45.95112163
958	45.94412776
959	45.93001908
960	45.92590485
961	45.92166673
962	45.91722968
963	45.91349748
964	45.9099284
965	45.90253691
966	45.90118552
967	45.89926376
968	45.89898831
969	45.89230032
970	45.89163031
971	45.88730092
972	45.88375481
973	45.88302278
974	45.87949507
975	45.87522691
976	45.87089277
977	45.87085476
978	45.86953443
979	45.83463826
980	45.83120155
981	45.82699841
982	45.82359342
983	45.81961727
984	45.80890368
985	45.80761954
986	45.80758083
987	45.80751536
988	45.80290425
989	45.80263748
990	45.79844012
991	45.79821577
992	45.79813844
993	45.79320159
994	45.79302785
995	45.78892153
996	45.78571892
997	45.7823962
998	45.77923286
999	45.77506651
