date,yhat,yhat_lower,yhat_upper
2024-08-01,0.026482775055886237,0.02272298087294875,0.030302572707324647
2024-09-01,0.025245241752852574,0.021439162091144465,0.028959815451360168
2024-10-01,0.024047628878878183,0.020392122660440982,0.027909505208955195
2024-11-01,0.022810095572921026,0.01906322705261124,0.02640216307711434
2024-12-01,0.02161248270061357,0.01788753931625758,0.02508976224742279
2025-01-01,0.020374949429760928,0.016483068003129767,0.024395234609699785
2025-02-01,0.0191374161601288,0.015439304452330016,0.02291589418271993
2025-03-01,0.018019644174518304,0.014453476317401218,0.02165430730493717
2025-04-01,0.016782110908964684,0.013083528586793618,0.020473658231308943
2025-05-01,0.015584498068181287,0.01203093300800631,0.019364713243140114
2025-06-01,0.014346964799371776,0.010729697769056358,0.018067554564360065
2025-07-01,0.013149351958588379,0.009720667555268937,0.01678706422580585
2025-07-31,0.011951739117804982,0.008426814670806863,0.01572067514292894
2025-08-31,0.010714205848995469,0.006889162109331967,0.014428494642445494
2025-09-30,0.009516593008212075,0.00595005830500915,0.013158491116579081
2025-10-31,0.00827905973940256,0.004676882822766844,0.011799594905204968
2025-11-30,0.007081446898619166,0.0035887431034699368,0.010805536965215242
2025-12-31,0.005843913629809655,0.00210303237141643,0.0093966701783173
2026-01-31,0.004606380361000144,0.0009748005558781118,0.008119970723422475
2026-02-28,0.0034886083762689724,-0.0002890158512043548,0.007328774129346184
2026-03-31,0.002251075107459465,-0.001342750228542851,0.006057451539355205
2026-04-30,0.0010534622666760636,-0.0025813061557686348,0.004765598084231116
2026-05-31,-0.00018407100213344406,-0.003723482599704724,0.003362235178680428
2026-06-30,-0.0013816838429168419,-0.004991812260567083,0.0020206276788637865
2026-07-31,-0.0026192171117263496,-0.006459468358662482,0.001004193924202159
2026-08-31,-0.003856750380535864,-0.007307622913362873,-0.00016195350362864226
2026-09-30,-0.005054363221319262,-0.008720045499960909,-0.0011138168592811646
2026-10-31,-0.006291896490128769,-0.01002058483688655,-0.0028147882850877936
2026-11-30,-0.0074895093309121676,-0.01105512753603519,-0.0038257857534428224
2026-12-31,-0.008727042599721674,-0.012507884924711717,-0.004780322914921806
2027-01-31,-0.00996457586853119,-0.013586761775907974,-0.006540218653883884
2027-02-28,-0.011082347853262361,-0.014810845535026776,-0.007186986877080069
2027-03-31,-0.012319881122071868,-0.01594713710311359,-0.008671668462543587
2027-04-30,-0.013517493962855266,-0.01692003238875988,-0.009822463722888442
2027-05-31,-0.014755027231664775,-0.01860628387194331,-0.011452976596220443
2027-06-30,-0.015952640072448173,-0.019517854414121964,-0.012208204089962175
