date,yhat,yhat_lower,yhat_upper
2024-08-01,8.87725317594612,8.26711760049638,9.546528929952196
2024-09-01,8.954146169404124,8.3188357554766,9.586833104334076
2024-10-01,9.028558743686478,8.402094560976076,9.694756814651269
2024-11-01,9.105451737242108,8.48447300662344,9.73172225601924
2024-12-01,9.17986431215352,8.555934968133126,9.835740531197224
2025-01-01,9.256757306741662,8.615511115094707,9.8537334373555
2025-02-01,9.33365030177825,8.716244856900374,9.917175158054523
2025-03-01,9.40310203944689,8.780010732893183,9.998584478228233
2025-04-01,9.47999503545722,8.836378791477813,10.12717230569118
2025-05-01,9.554407612852454,8.916201604021829,10.151609851860037
2025-06-01,9.631300609494195,9.041246281479935,10.255584048393198
2025-07-01,9.705713186889428,9.077153544284439,10.357290409639754
2025-07-31,9.780125764284662,9.149356288728244,10.40448991582507
2025-08-31,9.857018760926403,9.215603291568897,10.46728988652973
2025-09-30,9.931431338321635,9.316118096805932,10.591393158261205
2025-10-31,10.008324334963378,9.428367515732354,10.64400638018335
2025-11-30,10.08273691235861,9.44583814449691,10.738241308406769
2025-12-31,10.159629909000351,9.539904451032314,10.817776500113785
2026-01-31,10.236522905642092,9.592804274690243,10.83532616698078
2026-02-28,10.30597464454431,9.65186658266863,10.996625744841356
2026-03-31,10.382867641186051,9.761350068397787,11.015438062141495
2026-04-30,10.457280218581284,9.799871598613965,11.142196553995566
2026-05-31,10.534173215223026,9.870775073353176,11.192057241397015
2026-06-30,10.608585792618259,9.970698944436204,11.211160441113453
2026-07-31,10.685478789259998,10.101357756312023,11.360825284927628
2026-08-31,10.76237178590174,10.119754608904561,11.380420644305962
2026-09-30,10.836784363296973,10.240143382041316,11.485204450874107
2026-10-31,10.913677359938713,10.234297798379016,11.526930460750306
2026-11-30,10.988089937333946,10.36733207266098,11.597764692783258
2026-12-31,11.064982933975688,10.427379093408804,11.709707342947697
2027-01-31,11.14187593061743,10.482541977769513,11.78734406535978
2027-02-28,11.211327669519646,10.523875085916188,11.813670945250042
2027-03-31,11.288220666161388,10.65475179792311,11.918105627251618
2027-04-30,11.36263324355662,10.742217383314541,12.04324359755541
2027-05-31,11.439526240198363,10.810018212503884,12.049631945643977
2027-06-30,11.513938817593598,10.849898870732586,12.14404012871042
