date,yhat,yhat_lower,yhat_upper
2024-08-01,7500.217028684633,6976.797395524271,8044.828671606148
2024-09-01,7592.625779355624,7016.786037270049,8113.609403962522
2024-10-01,7682.053603032967,7135.124306367164,8215.101077198704
2024-11-01,7774.462355511511,7237.404896028823,8299.256623391782
2024-12-01,7863.890180232032,7315.332571830942,8451.902328296286
2025-01-01,7956.2989335723805,7355.716270416748,8480.561245327866
2025-02-01,8048.707686247238,7475.762269163799,8650.772465750068
2025-03-01,8132.173779157734,7567.5215368793315,8706.99956133971
2025-04-01,8224.582668072047,7674.85714383477,8782.428189507773
2025-05-01,8314.010625953375,7748.14155795641,8880.315671088245
2025-06-01,8406.41951576408,7867.47409642255,8989.36652459832
2025-07-01,8495.847473645408,7880.466193641039,9018.022835175863
2025-07-31,8585.275431526738,8015.115780711651,9123.563080652792
2025-08-31,8677.684321337443,8130.609151222096,9257.379448886279
2025-09-30,8767.11227921877,8183.824620722179,9351.228935273766
2025-10-31,8859.521169029476,8297.246263908013,9459.90059238998
2025-11-30,8948.949126910804,8373.081307669567,9533.657230567664
2025-12-31,9041.35801672151,8446.689807275849,9584.914180956373
2026-01-31,9133.766906532215,8593.058188831774,9698.673991611839
2026-02-28,9217.233000554788,8709.528293182153,9787.745788824399
2026-03-31,9309.641890365492,8753.029610612695,9839.377126108415
2026-04-30,9399.069848246821,8847.995844592577,9994.434678139078
2026-05-31,9491.478738057525,8967.078020995326,10034.983820916064
2026-06-30,9580.906695938855,8989.604878652686,10128.641675374633
2026-07-31,9673.315585749559,9100.76383866077,10245.050865577905
2026-08-31,9765.724475560266,9177.019635144003,10343.48695956674
2026-09-30,9855.152433441592,9274.8589621855,10416.501815671074
2026-10-31,9947.5613232523,9375.887645731673,10522.232259261164
2026-11-30,10036.989281133625,9467.257070700643,10600.730209402918
2026-12-31,10129.398170944332,9615.46821552165,10721.91348800647
2027-01-31,10221.807060755036,9631.827840489748,10815.480811625099
2027-02-28,10305.27315477761,9760.67671893466,10854.868419211687
2027-03-31,10397.682044588315,9837.951493277764,10956.157594333508
2027-04-30,10487.110002469642,9915.51710486345,11053.094329521895
2027-05-31,10579.518892280348,10046.810444742267,11156.70989221409
2027-06-30,10668.946850161676,10152.033233519558,11252.223693575728
