iter	RMSE
195	56.03690418
196	55.95091173
197	55.86589164
198	55.76133946
199	55.67350893
200	55.61747228
201	55.55022351
202	55.47419241
203	55.38383999
204	55.27000082
205	55.16885889
206	55.06856412
207	55.00573768
208	54.9032861
209	54.83944981
210	54.75522272
211	54.67475219
212	54.61125072
213	54.50680229
214	54.43198395
215	54.34511264
216	54.28442609
217	54.20052815
218	54.15209554
219	54.08030621
220	54.01407028
221	53.96856629
222	53.90276927
223	53.83621193
224	53.79880383
225	53.74484
226	53.67658111
227	53.61683227
228	53.57040401
229	53.5359305
230	53.47847277
231	53.42572568
232	53.36944064
233	53.31464411
234	53.27573243
235	53.23296823
236	53.18463956
237	53.13247089
238	53.0888699
239	53.04223927
240	52.97641356
241	52.92238527
242	52.88944437
243	52.8421252
244	52.76430726
245	52.70666295
246	52.64361438
247	52.60690734
248	52.5543688
249	52.50608703
250	52.46143399
251	52.42358131
252	52.37503701
253	52.32399957
254	52.28333765
255	52.24249973
256	52.21347472
257	52.18193319
258	52.14450149
259	52.08666817
260	52.04962039
261	52.02302663
262	51.99045557
263	51.93088415
264	51.89998356
265	51.85636491
266	51.81673691
267	51.78463228
268	51.75615421
269	51.71985243
270	51.68417772
271	51.58770818
272	51.55362632
273	51.51891452
274	51.48773646
275	51.46298736
276	51.43824405
277	51.41714367
278	51.38094082
279	51.35416005
280	51.32607907
281	51.30107753
282	51.29124288
283	51.26848163
284	51.24831306
285	51.16030714
286	51.12406833
287	51.09556252
288	51.07406265
289	51.04175991
290	51.01033748
291	50.98680278
292	50.94971875
293	50.89510414
294	50.87677143
295	50.81383602
296	50.78314196
297	50.73007691
298	50.70722677
299	50.68764319
300	50.67739399
301	50.67021947
302	50.64820436
303	50.62794917
304	50.60348345
305	50.57261478
306	50.55222103
307	50.53615148
308	50.52480186
309	50.50075278
310	50.44046006
311	50.43687946
312	50.41388595
313	50.40594822
314	50.38457939
315	50.36668132
316	50.34904231
317	50.32581502
318	50.31675573
319	50.31387028
320	50.30960559
321	50.30064598
322	50.2790861
323	50.26162878
324	50.21533307
325	50.18851562
326	50.16436897
327	50.14059521
328	50.12613499
329	50.10749163
330	50.05057113
331	50.03934603
332	50.03257481
333	50.02482493
334	50.00970608
335	49.99545818
336	49.96980562
337	49.9510389
338	49.92556837
339	49.90529097
340	49.88990304
341	49.85749257
342	49.84096479
343	49.77838937
344	49.76505031
345	49.749291
346	49.72824894
347	49.70733541
348	49.68403327
349	49.65134526
350	49.63210565
351	49.63023521
352	49.6213706
353	49.59828504
354	49.59080152
355	49.57940632
356	49.56805757
357	49.56026274
358	49.54436947
359	49.54205027
360	49.52505041
361	49.51889542
362	49.50312901
363	49.4873633
364	49.48332227
365	49.46818874
366	49.45188152
367	49.4249596
368	49.42147592
369	49.4090219
370	49.40726039
371	49.39659312
372	49.381702
373	49.37819664
374	49.35470804
375	49.33814974
376	49.33656513
377	49.33463783
378	49.32085415
379	49.31917682
380	49.30945051
381	49.30618347
382	49.29477001
383	49.27525653
384	49.27336648
385	49.27143151
386	49.21241315
387	49.19233589
388	49.18084046
389	49.16919802
390	49.16612823
391	49.15676718
392	49.14131122
393	49.13017486
394	49.12172963
395	49.11084764
396	49.09923975
397	49.08847525
398	49.07562808
399	49.06672455
400	49.0405779
401	49.03518364
402	49.03267693
403	49.02650213
404	49.02406852
405	49.01156646
406	49.00169633
407	48.99389635
408	48.99260038
409	48.98615994
410	48.9844959
411	48.97358322
412	48.96110516
413	48.96004295
414	48.90929569
415	48.90013421
416	48.89309073
417	48.86180219
418	48.85410655
419	48.84598435
420	48.84494187
421	48.83365667
422	48.83264587
423	48.82333973
424	48.78799322
425	48.78658922
426	48.78408604
427	48.78328299
428	48.77634675
429	48.77519795
430	48.77025849
431	48.76926362
432	48.76844957
433	48.76751089
434	48.76011906
435	48.75819624
436	48.74076503
437	48.73164776
438	48.7185805
439	48.71779363
440	48.70969801
441	48.6995397
442	48.68929963
443	48.68334871
444	48.67249662
445	48.6572709
446	48.65489935
447	48.65437367
448	48.61812367
449	48.61078796
450	48.58771649
451	48.58675214
452	48.5857078
453	48.57842818
454	48.57309765
455	48.57172853
456	48.56090128
457	48.55500212
458	48.52609337
459	48.52394353
460	48.48430448
461	48.47663775
462	48.46887496
463	48.46281158
464	48.45358816
465	48.44726908
466	48.43938421
467	48.42500313
468	48.42078698
469	48.41923498
470	48.40651811
471	48.40033633
472	48.39876099
473	48.39658021
474	48.39029826
475	48.37861939
476	48.35942631
477	48.32082213
478	48.306491
479	48.2972594
480	48.29106256
481	48.28971716
482	48.27549011
483	48.26914295
484	48.2686186
485	48.2642217
486	48.26024269
487	48.25429659
488	48.24747918
489	48.24374034
490	48.22143739
491	48.22027141
492	48.21268774
493	48.21206386
494	48.2019458
495	48.16769357
496	48.10391897
497	48.09922851
498	48.09880999
499	48.09756865
500	48.09708594
501	48.09259671
502	48.0725536
503	48.07216183
504	48.07191033
505	48.07142915
506	48.07102441
507	48.06364756
508	48.06134207
509	48.05209227
510	48.00073545
511	47.99102954
512	47.97636259
513	47.96648141
514	47.96159499
515	47.95695955
516	47.94932593
517	47.94376528
518	47.94345511
519	47.9431353
520	47.94274041
521	47.94139069
522	47.9368683
523	47.93639706
524	47.92077886
525	47.91564109
526	47.91523822
527	47.90938895
528	47.90911477
529	47.90883286
530	47.90297072
531	47.89207927
532	47.86555375
533	47.86543051
534	47.86510595
535	47.86485016
536	47.85333839
537	47.84669833
538	47.8408317
539	47.84049769
540	47.83540641
541	47.82933512
542	47.81766668
543	47.81009753
544	47.80960445
545	47.80928403
546	47.80910162
547	47.80233634
548	47.79472164
549	47.787896
550	47.72558653
551	47.72532488
552	47.72522962
553	47.72030776
554	47.71924121
555	47.71894042
556	47.69900531
557	47.69506492
558	47.67277252
559	47.66810293
560	47.66279005
561	47.65070681
562	47.64923998
563	47.64445661
564	47.64202555
565	47.63747147
566	47.62727782
567	47.61796577
568	47.61756232
569	47.61741332
570	47.61208427
571	47.58858111
572	47.58721106
573	47.58700443
574	47.58668408
575	47.58042461
576	47.56906523
577	47.56684842
578	47.56196497
579	47.55695445
580	47.54582858
581	47.4903472
582	47.48927871
583	47.48902846
584	47.48437765
585	47.47809753
586	47.47758992
587	47.47165862
588	47.46939651
589	47.45854143
590	47.45241411
591	47.42799608
592	47.42274095
593	47.41697144
594	47.41669682
595	47.41040367
596	47.40912663
597	47.40884615
598	47.408525
599	47.40242286
600	47.4013746
601	47.39572454
602	47.39557938
603	47.39026851
604	47.39008775
605	47.38536432
606	47.38075705
607	47.3745325
608	47.36870386
609	47.36587196
610	47.35546714
611	47.35515483
612	47.35101451
613	47.34079274
614	47.34052995
615	47.33662678
616	47.33642506
617	47.33061264
618	47.32537969
619	47.32334659
620	47.31950776
621	47.31925785
622	47.31415861
623	47.29502584
624	47.28860561
625	47.28436191
626	47.27681845
627	47.21823962
628	47.21264274
629	47.21240734
630	47.20980843
631	47.19149811
632	47.17357018
633	47.1732157
634	47.17267301
635	47.16704679
636	47.161522
637	47.16124744
638	47.16115452
639	47.15706397
640	47.15486863
641	47.15465232
642	47.1467002
643	47.1466587
644	47.14355226
645	47.13936975
646	47.13902085
647	47.1338781
648	47.1136862
649	47.11353918
650	47.10817505
651	47.10787825
652	47.10434215
653	47.09868707
654	47.09854657
655	47.09832144
656	47.07531372
657	47.06929676
658	47.06380249
659	47.00711203
660	47.00363869
661	46.96570898
662	46.96061933
663	46.95719503
664	46.95698071
665	46.93959513
666	46.93760171
667	46.93741661
668	46.93402252
669	46.93012461
670	46.92989623
671	46.9265371
672	46.91901667
673	46.91899258
674	46.91387059
675	46.90880865
676	46.89203017
677	46.882861
678	46.88279043
679	46.88259319
680	46.86378291
681	46.84232746
682	46.83866335
683	46.82258645
684	46.81975532
685	46.81478208
686	46.80985642
687	46.80259401
688	46.79773822
689	46.79751095
690	46.7974459
691	46.79730804
692	46.78848105
693	46.78532131
694	46.78217732
695	46.77885642
696	46.77411622
697	46.77066426
698	46.76576673
699	46.76549769
700	46.74740275
701	46.7388367
702	46.73874531
703	46.73849843
704	46.73830489
705	46.73817725
706	46.73475589
707	46.73172103
708	46.73156395
709	46.7269729
710	46.72242521
711	46.72037349
712	46.72013781
713	46.7101917
714	46.7056881
715	46.68998595
716	46.68995854
717	46.67454697
718	46.6700862
719	46.66566708
720	46.66271907
721	46.64581651
722	46.62843774
723	46.62022219
724	46.52866487
725	46.5117137
726	46.49700769
727	46.49409487
728	46.48949145
729	46.48660956
730	46.4785935
731	46.47194168
732	46.47184824
733	46.46983672
734	46.46789483
735	46.46712134
736	46.46701955
737	46.46687885
738	46.46478884
739	46.45819422
740	46.45809606
741	46.45527359
742	46.45246489
743	46.45233011
744	46.45193309
745	46.44913817
746	46.44902899
747	46.43463064
748	46.43184852
749	46.43175534
750	46.42753936
751	46.42567192
752	46.42545483
753	46.42535678
754	46.4209513
755	46.42078974
756	46.4104878
757	46.40860542
758	46.40848382
759	46.40574747
760	46.40292509
761	46.3987845
762	46.39864728
763	46.39431397
764	46.39422147
765	46.39153557
766	46.39142116
767	46.37036458
768	46.3702721
769	46.36760258
770	46.36494596
771	46.36063873
772	46.35304074
773	46.35295004
774	46.34894264
775	46.34495052
776	46.34486904
777	46.33929688
778	46.33670779
779	46.33413115
780	46.32705164
781	46.32696178
782	46.324397
783	46.32184452
784	46.31446147
785	46.3143818
786	46.31354891
787	46.30627953
788	46.30620256
789	46.30611843
790	46.30200234
791	46.30168773
792	46.21246126
793	46.2123903
794	46.20525849
795	46.20446382
796	46.20060292
797	46.19561051
798	46.13764877
799	46.13360233
800	46.12662261
801	46.1241636
802	46.12405976
803	46.12397217
804	46.12390352
805	46.12383558
806	46.12375069
807	46.12299644
808	46.1228971
809	46.03598329
810	45.97968019
811	45.97951905
812	45.97575718
813	45.97179845
814	45.96828782
815	45.9681584
816	45.96807365
817	45.9612742
818	45.95779686
819	45.95434066
820	45.86946345
821	45.86801529
822	45.86658585
823	45.81183431
824	45.81171477
825	45.80841391
826	45.80833747
827	45.80505699
828	45.79862574
829	45.79855051
830	45.79515601
831	45.78852717
832	45.78470192
833	45.78462645
834	45.73091064
835	45.72768857
836	45.72390382
837	45.64167887
838	45.63706484
839	45.63244636
840	45.62681264
841	45.62651096
842	45.60653255
843	45.55340639
844	45.55332985
845	45.54981289
846	45.54973707
847	45.54625227
848	45.54617715
849	45.54587831
850	45.54580461
851	45.54057043
852	45.5368848
853	45.53049456
854	45.52428474
855	45.52421222
856	45.52414044
857	45.52050061
858	45.51688954
859	45.51682676
860	45.51653398
861	45.5162444
862	45.51288144
863	45.50772425
864	45.50461616
865	45.50129333
866	45.50122424
867	45.49793153
868	45.49439741
869	45.48821121
870	45.48607743
871	45.48395956
872	45.48169335
873	45.48162395
874	45.48133961
875	45.468339
876	45.46491529
877	45.46269786
878	45.46241735
879	45.45747961
880	45.45741228
881	45.45397402
882	45.45369662
883	45.45141242
884	45.44913998
885	45.44886573
886	45.44859444
887	45.44832605
888	45.44806054
889	45.44601688
890	45.44575424
891	45.44260705
892	45.44234703
893	45.43901295
894	45.43266185
895	45.43240402
896	45.43214889
897	45.42883709
898	45.42684602
899	45.41375005
900	45.41349772
901	45.41324803
902	45.41300093
903	45.40705998
904	45.40133312
905	45.39547758
906	45.39217971
907	45.34098663
908	45.33903167
909	45.31977805
910	45.31953324
911	45.31629598
912	45.31304619
913	45.3005448
914	45.29727046
915	45.29702849
916	45.29380388
917	45.28817328
918	45.28497799
919	45.26616531
920	45.25575718
921	45.25551404
922	45.25527341
923	45.25203554
924	45.25179755
925	45.24626064
926	45.24602426
927	45.24305843
928	45.24282428
929	45.23758288
930	45.23350637
931	45.2332727
932	45.23011617
933	45.22801632
934	45.2277851
935	45.2275562
936	45.22732957
937	45.22418251
938	45.22106847
939	45.21900114
940	45.2159203
941	45.21078674
942	45.20768996
943	45.20746462
944	45.20724151
945	45.2070206
946	45.20396886
947	45.20375018
948	45.20353365
949	45.19797887
950	45.19596284
951	45.14594079
952	45.14572753
953	45.14204457
954	45.13713693
955	45.12620406
956	45.12599112
957	45.11530628
958	45.1048662
959	45.10464994
960	45.09917754
961	45.09382704
962	45.09361164
963	45.08356684
964	45.07375215
965	45.07315834
966	45.06808316
967	45.0639054
968	45.05446436
969	45.0452395
970	45.04128243
971	45.03660499
972	45.03603928
973	45.03223623
974	45.0277289
975	45.02717379
976	45.02645683
977	45.02575545
978	45.02506928
979	45.02439792
980	45.0237388
981	45.02309596
982	45.01951329
983	45.01524551
984	45.00663962
985	45.00603634
986	44.99763059
987	44.98941745
988	44.9861365
989	44.97816188
990	44.9703698
991	44.96725377
992	44.96347435
993	44.91500665
994	44.91194067
995	44.90893097
996	44.90147218
997	44.90094775
998	44.89737335
999	44.84975641
