date,yhat,yhat_lower,yhat_upper
2024-08-01,7500.217028684633,6931.959994468463,8080.058147923335
2024-09-01,7592.625779355624,7020.808953071532,8149.705095041587
2024-10-01,7682.053603032967,7142.557311042404,8268.1505909184
2024-11-01,7774.462355511511,7197.801682320831,8324.175295479468
2024-12-01,7863.890180232032,7276.509772967409,8451.858830272808
2025-01-01,7956.2989335723805,7352.676947354403,8525.376967806058
2025-02-01,8048.707686247238,7470.7858357704,8638.637383369189
2025-03-01,8132.173779157734,7615.536845306332,8706.875581333059
2025-04-01,8224.582668072047,7649.237211079309,8777.748180393623
2025-05-01,8314.010625953375,7726.54141457569,8855.28524030789
2025-06-01,8406.41951576408,7828.046812908809,8924.12065910811
2025-07-01,8495.847473645408,7931.474197911513,9030.137569297325
2025-07-31,8585.275431526738,8019.084429233894,9150.519859948376
2025-08-31,8677.684321337443,8140.58822989726,9263.562728733441
2025-09-30,8767.11227921877,8177.164538770084,9325.512893475687
2025-10-31,8859.521169029476,8328.386351031248,9447.628522648049
2025-11-30,8948.949126910804,8404.849253972761,9499.990889925855
2025-12-31,9041.35801672151,8483.138673453892,9622.762427197446
2026-01-31,9133.766906532215,8616.892868784318,9683.308100960116
2026-02-28,9217.233000554788,8686.182933679213,9770.874073816847
2026-03-31,9309.641890365492,8754.418373194945,9858.38327779232
2026-04-30,9399.069848246821,8816.879243232703,9911.281255542921
2026-05-31,9491.478738057525,8942.157337525023,10020.098659668474
2026-06-30,9580.906695938855,8978.080641151677,10148.889058318888
2026-07-31,9673.315585749559,9098.157653790702,10227.128711464502
2026-08-31,9765.724475560266,9234.924661064722,10306.559981941506
2026-09-30,9855.152433441592,9306.135754114119,10467.65753753795
2026-10-31,9947.5613232523,9363.356895763516,10481.672894575711
2026-11-30,10036.989281133625,9455.53830532205,10592.360083098047
2026-12-31,10129.398170944332,9542.389598399675,10686.472725130718
2027-01-31,10221.807060755036,9674.961985616144,10783.56827885245
2027-02-28,10305.27315477761,9743.40205666217,10876.542280378213
2027-03-31,10397.682044588315,9804.152066418219,10934.816350881174
2027-04-30,10487.110002469642,9885.70488768332,11051.39062075352
2027-05-31,10579.518892280348,10018.453229963163,11161.191800548278
2027-06-30,10668.946850161676,10059.06535886044,11271.894966820255
