date,yhat,yhat_lower,yhat_upper
2024-08-01,7500.217028684633,6984.6609890356685,8033.841664255243
2024-09-01,7592.625779355624,6975.952404960618,8129.292892219157
2024-10-01,7682.053603032967,7098.012154960104,8266.784552244624
2024-11-01,7774.462355511511,7207.9919954856405,8343.225350719602
2024-12-01,7863.890180232032,7300.931903961412,8426.900999255973
2025-01-01,7956.2989335723805,7377.846800916098,8530.924996883705
2025-02-01,8048.707686247238,7491.75566988522,8641.782098536798
2025-03-01,8132.173779157734,7584.164376222239,8703.219718624898
2025-04-01,8224.582668072047,7638.793611981307,8769.399974897204
2025-05-01,8314.010625953375,7661.925474071638,8887.499468612654
2025-06-01,8406.41951576408,7802.738340723061,8924.468810026166
2025-07-01,8495.847473645408,7954.893579734048,9067.721060291406
2025-07-31,8585.275431526738,8010.169424244618,9149.184848437433
2025-08-31,8677.684321337443,8143.565452213653,9257.946710739705
2025-09-30,8767.11227921877,8197.701866096191,9323.901764856499
2025-10-31,8859.521169029476,8310.469886598075,9430.23867010931
2025-11-30,8948.949126910804,8395.065747761353,9504.814561032652
2025-12-31,9041.35801672151,8495.179220863776,9600.710328102648
2026-01-31,9133.766906532215,8556.71978741665,9717.612260911794
2026-02-28,9217.233000554788,8634.633973620164,9784.477306502227
2026-03-31,9309.641890365492,8757.201162332936,9827.419318589416
2026-04-30,9399.069848246821,8786.54885167762,9951.204341947448
2026-05-31,9491.478738057525,8907.076461155597,10043.540038098197
2026-06-30,9580.906695938855,9020.516946157919,10123.943200440066
2026-07-31,9673.315585749559,9143.882259626947,10256.88404056784
2026-08-31,9765.724475560266,9180.098857873745,10318.058388928717
2026-09-30,9855.152433441592,9277.572312496859,10375.394454746034
2026-10-31,9947.5613232523,9402.27362553358,10546.667202126273
2026-11-30,10036.989281133625,9471.147985040234,10621.594818051793
2026-12-31,10129.398170944332,9566.082082551302,10685.772431411318
2027-01-31,10221.807060755036,9641.4629218906,10852.713851908838
2027-02-28,10305.27315477761,9746.058924997504,10869.276704758393
2027-03-31,10397.682044588315,9876.053705807912,11020.668555003478
2027-04-30,10487.110002469642,9896.104244655857,11047.2058242801
2027-05-31,10579.518892280348,10043.648049923455,11142.783047580439
2027-06-30,10668.946850161676,10134.899557890585,11259.882753587432
